ShowDate	Venue	City	State	Set1	Set2	Set3	Comment	LastUpdate	UpdateID
09/10/94	Reno Hilton Amphtheatre	Reno	NV	How Sweet It Is To Be Loved By You,, Stop That Train, Get Out Of My Life, Run For The Roses, Ain't No Bread In The Breadbox, My Sisters And Brothers, Deal	The The The Way You Do The Things You Do The Things You Do, The Maker, Wonderful World, Johnny Too Bad, Don't Let Go, That Lucky Old Sun, Midnight Moonlight			1/14/96 0:00:00	254
11/11/94	Henry J. Kaiser Convention Center	Oakland	CA	Cats Under The Stars Down Under The Stars, They Love Each Other, Mission In The Rain, Run For The Roses, Simple Twist Of Fate, My Sisters And Brothers, Deal	How Sweet It Is To Be Loved By You,, Shining Star, Tore Up Over You, The Maker, Wonderful World This Could Be, Don't Let Go, That Lucky Old Sun, Midnite Moonlite			1/14/96 0:00:00	255
01/13/95	Warfield Theater	San Francisco	CA	How Sweet It Is To Be Loved By You,, They Love Each Other, Simple Twist Of Fate of Fate, Run For The Roses, Ain't No Bread In The Breadbox, Brothers and Sisters, Deal	The Harder They Come, And It Stoned Me, Evangeline, Don't Let Go, Lazy Bones, Postively 4th Street, Midnight Moonlight		Soundcheck=Postively 4th Street, Evangeline, Lazy Bones (x2),  Johnny Too Bad (x1.5)	1/14/96 0:00:00	256
01/14/95	Warfield Theater	San Francisco	CA	Cats Under The Stars Down Under The Stars Under The Stars, Like A Road, Mission In The Rain, Money Honey, Lay Down Sally, My Sisters And Brothers-> Tangled Up In Blue	Shining Star, Think, Wonderful World, The Maker, That Lucky Old Sun, Midnight Moonlight			1/14/96 0:00:00	257
01/15/95	Warfield Theater	San Francisco	CA	The The The Way You Do The Things You Do The Things You Do, C'est La Vie (You Never Can Tell), Stop That Train, That's What Love Will Make You Do Will Make You Do, Mississippi Moon, My Sisters And Brothers, Deal	The Harder They Come, He Ain't Give You None, Struggling Man, Ain't No Bread In The Breadbox, Rubin And Cherise, Midnight Moonlight			1/14/96 0:00:00	258
02/10/95	Warfield Theater	San Francisco	CA				The 8pm show was postponed at 8:45pm. Jerry hurt his hand while on vacation.  Jerry was backstage trying to limber it up, but he didn't succeed.  The show was rescheduled for Monday February 13.	1/14/96 0:00:00	259
02/11/95	The Warfield	San Francisco	CA				Cancelled	1/14/96 0:00:00	260
02/12/95	Warfield Theater	San Francisco	CA				Cancelled	1/14/96 0:00:00	261
02/13/95	Warfield Theater	San Francisco	CA				Cancelled	1/14/96 0:00:00	262
03/04/95	Warfield Theater	San Francicso	CA	How Sweet It Is To Be Loved By You,, Let It Rock, It And It Stoned Me, Lay Down Sally, It It Takes A Lot To Laugh It Takes A Train To Cry, It Takes A Train To Cry, Deal	The Harder They Come, Simple Twist Of Fate, Tore Up Over You Over You, The Maker, Postively 4th Street, That Lucky Old Sun, Midnight Moonlight		soundcheck included It Takes A Lot To Laugh, It Takes A Train To Cry	1/14/96 0:00:00	263
03/05/95	Warfield Theater	San Francicso	CA	Cats Under The Stars Down Under The Stars, They Love Each Other, Run for the Roses, Like a Road, Ain't No Bread In The Breadbox, Brothers and Sisters, Deal	Shining Star->Johnny Too Bad->Shining Star, Think, Don't Let Go, Gomorrah, Midnight Moonlight			1/14/96 0:00:00	264
04/14/95	Warfield Theater	San Francisco	CA	How Sweet It Is To Be Loved By You,, They Love Each Other, Mission In The Rain, Ain't No Bread In The Breadbox, My Sisters And Brothers, Deal	The Harder They Come, Like A Road, Tore Up Over You, The Maker, Johnny Too Bad, That Lucky Old Sun, Midnite Moonlight			1/14/96 0:00:00	265
04/15/95	Warfield Theater	San Francisco	CA	Cats Under The Stars Down Under The Stars Under The Stars, And It Stoned Me, He Ain't Give You None, Dear Prudence, My Sisters And Brothers	The The The Way You Do The Things You Do The Things You Do, C'est La Vie (You Never Can Tell), Rubin And Cherise, What a Wonderful World, Don't Let Go, Postively 4th Street, Midnight Moonlight			1/14/96 0:00:00	266
04/21/95	Warfield Theater	San Francisco	CA	The The The Way You Do The Things You Do The Things You Do, Forever Young, Money Honey, Run For The Roses, Ain't No Bread In The Breadbox, My Sisters And Brothers, Deal	Shining Star-> Johnny Too Bad-> Don't Let Go, Lucky Ol' Sun, Midnight Moonlight			1/14/96 0:00:00	267
04/22/95	Warfield Theater	San Francisco	CA	Cats Under The Stars Down Under The Stars, They Love Each Other, That's What Love Will Make You Do Will Make You Do, Mission In The Rain in The Rain, My Sisters And Brothers, Everybody Needs Somebody  To Love	The Harder They Come, I Shall Be Released, The Maker, Tangled Up In Blue			1/14/96 0:00:00	268
04/23/95	Warfield Theater	San Francisco	CA	How Sweet It Is To Be Loved By You,, Stop That Train, Simple Twist Of Fate, Run For The Roses, C'est La Vie (You Never Can Tell), My Sisters And Brothers, Deal	He Ain't Give You None, Struggling Man, Think, Ruben and Cherise, The Night They Drove Old The Night They Drove Old Dixie Down, Midnight Moonlight			1/14/96 0:00:00	269
01/09/76	The Big Beat	Palo Alto	CA	After Midnight, Tore Up Over You, Stir It Up, Mission In The Rain, Who Was John, Midnight Moonlight	Don't Let Go, The Way You Do The Things You Do, Stop That Train		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt. This show w/o Keith & Donna. Jimmy Booker on piano.	1/25/96 0:00:00	270
01/10/76	Sophie's	Palo Alto	CA	All By Myself, Right Place Wrong Time*, You Are My Sunshine*, Tore Up Over You, It Takes A Lot To Laugh It Takes A Train To Cry, Let It Rock, Roadrunner			*=only time played. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt. This show w/o Keith & Donna. Jimmy Booker on piano.	1/25/96 0:00:00	271
01/26/76	Keystone	Berkeley	CA	Every Word, Second That Emotion, Who Was John, Tore Up Over You, Russian Lullaby, Mission In The Rain	Let's Spend The Night Together, Jam, How Sweet It Is To Be Loved By You		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	272
01/27/76	Keystone	Berkeley	CA	Mission In The Rain, How Sweet It Is To Be Loved By You	The Harder They Come, Knockin' On Heaven's Door, They Love Each Other, Strange Man, Mystery Train, Tomorrow Is Forever*, Roadrunner, The Night They Drove Old Dixie Down		*=only time played. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	273
01/28/76	Keystone	Berkeley	CA	Every Word, Second That Emotion, Friend Of The Devil, Who Was John, Tore Up Over You, Russian Lullaby, Mission In The Rain	The Harder They Come, Knockin' On Heaven's Door, Catfish John, Strange Man, Let's Spend The Night Together, How Sweet It Is To Be Loved By You		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	274
02/13/76	Keystone	Berkeley	CA	How Sweet It Is To Be Loved By You, Catfish John, After Midnight, Mission In The Rain, Who Was John, They Love Each Other, Moonlight Mile	The Harder They Come, Knockin' On Heaven's Door, Talkin' Bout You		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	275
02/14/76	Keystone	Berkeley	CA	Second That Emotion, Catfish John, I Want To Tell You, Russian Lullaby, Tore Up Over You, The Night They Drove Old Dixie Down, After Midnight	Sitting Here In Limbo, Strange Man, Catfish John, Mystery Train, Moonlight Mile, How Sweet It Is To Be Loved By You		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	276
02/15/76	Sophie's	Palo Alto	CA	The Harder They Come, Friend Of The Devil, Mission In The Rain, Who Was John, Knockin', How Sweet It Is To Be Loved By You, Catfish John, Tore Up Over You, My Sisters And Brothers, I Want To Tell You, Moonlight Mile, Talkin' Bout You			Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	277
02/21/76	La Paloma Theater	Encinitas	CA				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	278
02/22/76	La Paloma Theater	Encinitas	CA	How Sweet It Is To Be Loved By You, Catfish John, Friend Of The Devil, Tough Mama, They Love Each Other, Sitting Here In Limbo, Who Was John, Tore Up Over You, The Way You Do The Things You Do	Mission In The Rain, Strange Man, Knockin', The Harder They Come, I Want To Tell You, My Sisters And Brothers, Sugaree, I'll Take A Melody		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	279
02/24/76	Keystone	Berkeley	CA	Tore Up Over You, Catfish John, Second That Emotion, They Love Each Other, Mystery Train, Mission In The Rain,	I'll Take A Melody, The Way You Do The Things You Do, Who Was John, How Sweet It Is To Be Loved By You		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	280
02/25/76	Keystone	Berkeley	CA	Second That Emotion, Russian Lullaby, After Midnight, Knockin', Tore Up Over You, Catfish John, Friend Of The Devil, Strange Man, I Want To Tell You-> My Sisters And Brothers, The Way You Do The Things You Do			Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	281
02/26/76	Del Mar Theater	Santa Cruz	CA	How Sweet It Is To Be Loved By You, Catfish John, After Midnight, Friend Of The Devil, Knockin', Who Was John, Sitting Here In Limbo, Talkin' Bout You	I'll Take A Melody, Tore Up Over You, They Love Each Other, Strange Man, Moonlight Mile, The Harder They Come, Russian Lullaby, My Sisters And Brothers, Mystery Train		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	282
02/28/76	Crabshaw Corner	Sacramento	CA	Second That Emotion, They Love Each Other, Sitting Here In Limbo, Who Was John, After Midnight, Russian Lullaby, How Sweet It Is To Be Loved By You	The Way You Do The Things You Do, Catfish John, Tore Up Over You, Strange Man, Friend Of The Devil, Knockin' On Heaven's Door, I Want To Tell You-> My Sisters And Brothers, The Harder They Come		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	283
03/03/76	Lane County Fairgrounds	Veneta	OR		Mystery Train, Moonlight Mile, I Want To Tell You-> My Sisters And Brothers, Talkin' Bout You		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt. Missing Set I	1/25/96 0:00:00	284
03/05/76	Paramount Theatre	Portland	OR	Second That Emotion, They Love Each Other, Mission In The Rain, Sitting Here In Limbo, After Midnight, Who Was John, The Night They Drove Old Dixie Down	How Sweet It Is To Be Loved By You, Friend Of The Devil, The Harder They Come, Knockin' On Heaven's Door, Tore Up Over You, Moonlight Mile, Bless My Soul, The Way You Do The Things You Do, My Sisters And Brothers		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	285
03/06/76	Moore's Egyptian Theater	Seattle	WA	Tore Up Over You, Catfish John, Russian Lullaby, They Love Each Other, Mystery Train, Who Was John, The Night They Drove Old Dixie Down, Lonesome And A Long Way From Home	The Harder They Come, Friend Of The Devil, After Midnight, Mystery Train, Moonlight Mile, Strange Man, I Want To Tell You-> My Sisters And Brothers, How Sweet It Is To Be Loved By You		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	286
03/12/76	Conn Hall, Northwestern U.	Evanston	IL	The Harder They Come, It Takes A Lot To Laugh It Takes A Train To Cry, They Love Each Other, Tore Up Over You, Strange Man, Mystery Train, Knockin' On Heaven's Door, Friend Of The Devil			Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	287
03/13/76	Finney Chapel, Oberlin College	Oberlin	OH	Let It Rock, Friend Of The Devil, The Way You Do The Things You Do, Sitting Here In Limbo, Mission In The Rain, Strange Man, Mystery Train	Moonlight Mile, Tore Up Over You, My Sisters And Brothers, Lonesome And A Long Way From Home		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt. Beginning of Second Set is missing.	1/25/96 0:00:00	288
03/14/76	Ohio Theatre	Columbus	OH	Friend Of The Devil, The Way You Do The Things You Do, Sugaree, The Harder They Come, Strange Man, Tore Up Over You, Lonesome And A Long Way From Home			Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	289
03/18/76	Liberty Hall	Houston	TX				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	290
03/19/76	Liberty Hall	Houston	TX				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	291
03/20/76	Armadillo World Headquarter's	Austin	TX	Second That Emotion, They Love Each Other, Mission In The Rain, Sitting Here In Limbo, Who Was John, After Midnight, The Night They Drove Old Dixie Down,	The Way You Do The Things You Do, Catfish John, That's What Love Will Make You Do Will Make You Do, Knockin' On Heaven's Door, Bless My Soul, The Harder They Come, Lonesome And A Long Way From Home		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	292
03/21/76	Armadillo World Headquarter's	Austin	TX	How Sweet It Is To Be Loved By You, Catfish John, Mystery Train, Russian Lullaby, I'll Take A Melody	Sugaree, They Love Each Other, Second That Emotion, Bless My Soul, Tore Up Over You, My Sisters And Brothers, Lonesome And A Long Way From Home		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	293
03/26/76	Music Hall	Kansas City	MO				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	294
03/27/76	Ambassador Theater	St. Louis	MO	Sugaree, Catfish John, Mystery Train, Knockin' On Heaven's Door, They Love Each Other, Sitting Here In Limbo, How Sweet It Is To Be Loved By You, The Harder They Come, Russian Lullaby, Tore Up Over You, Friend Of The Devil, Lonesome And A Long Way From Home			Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	295
03/28/76	Music Hall	Memphis	TN				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt. Cancelled due to an illness in the band.	1/25/96 0:00:00	296
03/30/76	Calderone Theatre	Hempstead	NY	Second That Emotion, They Love Each Other, Mission In The Rain, After Midnight, Who Was John, Sitting Here In Limbo, The Night They Drove Old Dixie Down, Don't Let Go			Early Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	297
03/30/76	Calderone Theatre	Hempstead	NY	Sugaree, Catfish John, Tore Up Over You, Knockin' On Heaven's Door, Strange Man, Mystery Train, Moonlight Mile, My Sisters And Brothers, How Sweet It Is To Be Loved By You			Late Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	298
04/01/76	The Palace Theater	Waterbury	CT	Sugaree, Catfish John, After Midnight, Sitting Here In Limbo, Friend Of The Devil, Tore Up Over You, I'll Take A Melody, Don't Let Go	How Sweet It Is To Be Loved By You, They Love Each Other, Strange Man, The Night They Drove Old Dixie Down, The Harder They Come, My Sisters And Brothers-> Lonesome And A Long Way From Home,		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	299
04/02/76	Capitol Theater	Passaic	NJ	Mission In The Rain, They Love Each Other, After Midnight, Who Was John, Sitting Here In Limbo, Knockin' On Heaven's Door, Tore Up Over You, Friend Of The Devil, Don't Let Go			Early Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	300
04/02/76	Capitol Theater	Passaic	NJ	Sugaree, Catfish John, The Way You Do The Things You Do, Mystery Train, Strange Man, Moonlight Mile, The Harder They Come, The Night They Drove Old Dixie Down, My Sisters And Brothers, Lonesome And A Long Way From Home			Late Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	301
04/03/76	Lisner Auditorium, G.W.U.	Washington	DC	How Sweet It Is To Be Loved By You, Catfish John, The Way You Do The Things You Do, I'll Take A Melody, After Midnight, Who Was John, Russian Lullaby, The Harder They Come			Early Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	302
04/03/76	Lisner Auditorium, G.W.U.	Washington	DC	Sugaree, Don't Let Go, Sitting Here In Limbo, The Way You Do The Things You Do, Friend Of The Devil, Strange Man, Lonesome And A Long Way From Home, Highway, The Night They Drove Old Dixie Down			Late Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	303
04/04/76	Page Auditorium, Duke U.	Durham	NC	How Sweet It Is To Be Loved By You, Catfish John, Russian Lullaby, Second That Emotion, Who Was John, After Midnight, They Love Each Other, The Night They Drove Old Dixie Down, Tore Up Over You			Early Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	304
04/04/76	Page Auditorium, Duke U.	Durham	NC	Sugaree, Sitting Here In Limbo, Mystery Train, Knockin' On Heaven's Door, The Harder They Come, Bless My Soul, Friend Of The Devil, Don't Let Go-> My Sisters And Brothers			Late Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	305
04/05/76	Fox Theater	Atlanta	GA	Sugaree, Mystery Train, They Love Each Other, The Night They Drove Old Dixie Down, Russian Lullaby, The Way You Do The Things You Do	The Harder They Come, Friend Of The Devil, After Midnight, Knockin' On Heaven's Door, Don't Let Go		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	306
